bootstrap,band_size,loto_mean_band_rank,loto_mean_rep_rank
501,2,0.2722546161321671,0.2724489795918368
502,6,0.2335733793517407,0.2255102040816326
503,3,0.2477528643036161,0.2212244897959183
504,3,0.2390847247990105,0.2533673469387755
505,7,0.2154117283559386,0.2532653061224489
506,6,0.2292085600907029,0.241734693877551
507,2,0.2631644800777454,0.2624489795918367
508,5,0.2481735631595997,0.2654081632653061
509,9,0.2189855942376951,0.2042857142857142
510,6,0.2513269355361192,0.2110204081632652
511,5,0.2456271929824561,0.2875510204081633
512,3,0.2590544217687074,0.2289795918367346
513,4,0.2367791545189504,0.2592857142857143
514,4,0.265755191237334,0.2906122448979592
515,7,0.2285911078717201,0.2063265306122449
516,7,0.2338836248785228,0.2339795918367347
517,3,0.2482398146071615,0.2595918367346939
518,7,0.2191258642896666,0.2266326530612245
519,6,0.230562641723356,0.2328571428571428
520,7,0.2392780683702052,0.2827551020408163
521,5,0.2353061224489795,0.2628571428571428
522,3,0.2595822431536717,0.2808163265306122
523,9,0.2274760285066407,0.2388775510204081
524,5,0.2332454648526077,0.2822448979591836
525,6,0.2437578492935636,0.2489795918367346
526,6,0.2216819727891156,0.1916326530612244
527,3,0.252680117501546,0.2885714285714286
528,6,0.2267458256029684,0.250204081632653
529,5,0.239516156462585,0.2726530612244898
530,6,0.2509450923226433,0.231938775510204
531,7,0.2506834336298622,0.2336734693877551
532,5,0.232521645021645,0.2368367346938775
533,4,0.2680709426627794,0.3128571428571429
534,4,0.2468147675736961,0.1956122448979592
535,7,0.2341369857466796,0.1941836734693877
536,10,0.2132818491032777,0.2382653061224489
537,4,0.2594354489048366,0.2031632653061224
538,5,0.2400770069932734,0.2629591836734694
539,7,0.2345837382572076,0.2618367346938776
540,7,0.2330813896987366,0.2393877551020408
541,3,0.2511989795918368,0.2448979591836734
542,6,0.2234247448979591,0.2253061224489796
543,6,0.2329798987264078,0.2485714285714285
544,3,0.2557074829931972,0.2832653061224489
545,8,0.2441759596695821,0.2421428571428571
546,7,0.21627107364685,0.2206122448979592
547,4,0.2284087706511176,0.2477551020408163
548,4,0.2533865963968004,0.2264285714285714
549,5,0.2469030612244898,0.1973469387755102
550,5,0.2346301020408163,0.2531632653061224
551,5,0.2425874635568513,0.2294897959183673
552,9,0.228403636642627,0.2339795918367347
553,2,0.2459526425954997,0.2686734693877551
554,5,0.2398575430172069,0.2722448979591837
555,5,0.2345424983180085,0.230204081632653
556,7,0.2211836734693877,0.2880612244897959
557,8,0.2364825930372149,0.2176530612244898
558,6,0.2363168731778425,0.2787755102040816
559,4,0.2485793650793651,0.2671428571428571
560,4,0.2614543245869776,0.2935714285714286
561,4,0.2495815826330532,0.2282653061224489
562,6,0.2220238263289505,0.2323469387755102
563,3,0.243954248366013,0.2212244897959183
564,6,0.2246836734693877,0.2183673469387755
565,7,0.2180959750566893,0.2291836734693877
566,6,0.2203462099125364,0.2257142857142857
567,3,0.2408913386783284,0.2498979591836734
568,6,0.2415022675736961,0.2954081632653061
569,6,0.2457967282150955,0.3061224489795918
570,6,0.2437100450569838,0.2364285714285714
571,4,0.2493431122448979,0.2951020408163265
572,5,0.2377980943930367,0.2440816326530612
573,7,0.2360677842565597,0.221938775510204
574,6,0.2559370620428622,0.2681632653061224
575,6,0.2271766469745793,0.2490816326530612
576,4,0.2765711193568336,0.3101020408163265
577,5,0.2252927599611273,0.2248979591836734
578,7,0.2283833819241982,0.2453061224489796
579,4,0.2613265306122449,0.2728571428571428
580,6,0.237374985081752,0.2353061224489796
581,6,0.2338180272108843,0.2469387755102041
582,6,0.2542602040816326,0.2790816326530612
583,5,0.2227049651029243,0.1998979591836734
584,4,0.2250821995464852,0.195204081632653
585,3,0.2589726582940869,0.305204081632653
586,4,0.2350485908649174,0.2361224489795918
587,2,0.2582908163265306,0.2861224489795918
588,6,0.2242369773084059,0.2385714285714286
589,5,0.2310121477162293,0.2625510204081632
590,6,0.2329300291545189,0.2780612244897958
591,8,0.2145889258134156,0.2306122448979591
592,5,0.2457710428669074,0.293469387755102
593,6,0.2494938261018692,0.3053061224489796
594,4,0.2353286749482401,0.2327551020408163
595,4,0.2483361678004535,0.2592857142857143
596,6,0.2209237123420797,0.2121428571428571
597,5,0.2409829484425349,0.2698979591836734
598,5,0.2332423469387755,0.2243877551020408
599,9,0.2280907839326206,0.1993877551020408
600,7,0.2267411873840445,0.238265306122449
601,4,0.2521031149301826,0.2570408163265306
602,3,0.2725255102040816,0.2897959183673469
603,7,0.2126913265306122,0.2226530612244898
604,2,0.2580316724092234,0.2723469387755102
605,6,0.2326501114799987,0.2377551020408163
606,4,0.240283022299829,0.2512244897959184
607,7,0.2281221287216185,0.2304081632653061
608,4,0.2382535780545984,0.2325510204081632
609,7,0.2100617239902953,0.2532653061224489
610,5,0.2338112244897959,0.2361224489795918
611,2,0.258276540919398,0.2637755102040816
612,3,0.2296376242804814,0.2454081632653061
613,5,0.247207985466914,0.2755102040816327
614,4,0.2740330417881438,0.2788775510204082
615,3,0.2517019760285066,0.2847959183673469
616,5,0.2255436103012633,0.2276530612244898
617,4,0.2378401360544217,0.2424489795918367
618,5,0.2343563258636787,0.2824489795918367
619,3,0.2546661807580175,0.2832653061224489
620,5,0.2306135904911415,0.2505102040816326
621,4,0.2363336913712853,0.2645918367346938
622,4,0.2464503515691991,0.2413265306122448
623,9,0.2608654572940287,0.2764285714285714
624,7,0.2293183673469387,0.2261224489795918
625,4,0.2439821428571428,0.2798979591836735
626,5,0.2249521379980563,0.2301020408163265
627,2,0.2609036281179138,0.3074489795918367
628,7,0.2266082617257429,0.236734693877551
629,5,0.2290530855199222,0.2113265306122448
630,5,0.2280917626790976,0.2155102040816326
631,3,0.2359109977324263,0.2380612244897959
632,6,0.2381571786609381,0.2578571428571428
633,5,0.2284672440404733,0.221734693877551
634,6,0.2335889507318078,0.2529591836734693
635,7,0.2199761094914156,0.2116326530612244
636,7,0.212949287956941,0.2154081632653061
637,6,0.2311783751962323,0.2506122448979592
638,4,0.2523239795918368,0.2895918367346939
639,4,0.2513141399416909,0.2895918367346938
640,4,0.2618741496598639,0.2835714285714286
641,3,0.244999574829932,0.2995918367346939
642,3,0.2683159952292605,0.3014285714285715
643,5,0.253156179138322,0.243469387755102
644,8,0.2427440476190476,0.2323469387755102
645,7,0.2323104530032564,0.2298979591836734
646,5,0.2268888297077073,0.2085714285714286
647,4,0.2491219033067772,0.2213265306122449
648,7,0.2297955134434726,0.238469387755102
649,9,0.2231855185138237,0.2324489795918367
650,4,0.239250425170068,0.2265306122448979
651,4,0.2426737528344671,0.2848979591836734
652,7,0.2272066638010515,0.2459183673469387
653,7,0.2323356009070294,0.2403061224489796
654,3,0.2501268221574344,0.2213265306122449
655,6,0.2350733722060252,0.1887755102040816
656,6,0.228816156462585,0.2490816326530612
657,4,0.2397215136054422,0.2328571428571428
658,3,0.2488017290249433,0.2660204081632653
659,9,0.2158195223144202,0.2298979591836734
660,7,0.2340861081274615,0.215
661,3,0.2655874507697816,0.311734693877551
662,7,0.2266419294990723,0.2075510204081632
663,4,0.2297538158120391,0.228469387755102
664,4,0.2492363135730482,0.2832653061224489
665,3,0.2478271443915912,0.2572448979591837
666,3,0.253155328798186,0.2954081632653061
667,5,0.2394094611528822,0.2362244897959183
668,4,0.2589777365491651,0.2661224489795918
669,4,0.2531377551020408,0.2631632653061224
670,8,0.2207978620019436,0.2523469387755102
671,7,0.2286222428365285,0.2205102040816326
672,6,0.2412373476863272,0.2553061224489796
673,3,0.2466665046971169,0.2935714285714286
674,7,0.2158278615794143,0.216734693877551
675,5,0.225862072272518,0.2677551020408163
676,4,0.2473472388955582,0.273265306122449
677,3,0.2322006802721088,0.236938775510204
678,3,0.2496955782312925,0.2330612244897958
679,3,0.2369504373177842,0.2248979591836734
680,5,0.2404978943958535,0.2304081632653061
681,7,0.2231739117630865,0.2143877551020408
682,5,0.2433697764820213,0.2677551020408163
683,4,0.2507648473975005,0.2045918367346939
684,5,0.2301292517006802,0.2235714285714286
685,4,0.2559715136054422,0.2688775510204081
686,4,0.246960940420124,0.2418367346938775
687,4,0.2349400712666018,0.2586734693877551
688,5,0.2366335438937479,0.2862244897959183
689,4,0.2553532555879494,0.2960204081632653
690,7,0.2199266115970197,0.1961224489795918
691,5,0.2347538651824365,0.191938775510204
692,1,0.2650655976676385,0.3013265306122449
693,5,0.2204266489204377,0.2123469387755102
694,3,0.2470785018552876,0.2435714285714285
695,4,0.2369655004859086,0.2467346938775509
696,7,0.2303469387755102,0.2446938775510204
697,5,0.2346024659863945,0.2424489795918367
698,6,0.2425736151603498,0.2566326530612245
699,6,0.2165606118223687,0.2670408163265306
700,6,0.2414215444419525,0.2375510204081632
701,4,0.2512099125364431,0.2997959183673469
702,7,0.22564607364685,0.2075510204081632
703,7,0.2313383102158612,0.2546938775510204
704,5,0.2323918853255587,0.2737755102040816
705,6,0.231718820861678,0.2396938775510204
706,5,0.2435758017492711,0.2429591836734694
707,3,0.254794797039695,0.2691836734693877
708,2,0.2715160349854227,0.291734693877551
709,3,0.2496413994169096,0.2506122448979592
710,5,0.2351086005830903,0.2888775510204081
711,3,0.2460693027210884,0.2331632653061224
712,6,0.2307029220779221,0.2073469387755102
713,4,0.2549201251929343,0.2335714285714285
714,3,0.2491820537738905,0.1978571428571428
715,2,0.2576681243926142,0.2756122448979591
716,6,0.2285576795653326,0.250204081632653
717,4,0.2537761175898931,0.2880612244897959
718,1,0.2344345238095238,0.2340816326530612
719,3,0.235298833819242,0.2665306122448979
720,5,0.2462587463556851,0.2816326530612245
721,5,0.2400236305048335,0.2277551020408163
722,1,0.2706578153988868,0.2761224489795918
723,7,0.2338989310009718,0.2279591836734694
724,3,0.2341751700680272,0.2794897959183673
725,7,0.2239396258503401,0.2082653061224489
726,3,0.2420247813411078,0.2898979591836735
727,4,0.2204334305150632,0.2354081632653061
728,6,0.2281975108225108,0.2691836734693877
729,5,0.2404748478338704,0.2614285714285714
730,2,0.2586758703481392,0.2875510204081632
731,4,0.2391630223517978,0.2866326530612245
732,1,0.2608565821933168,0.2596938775510204
733,5,0.2247737349325695,0.2687755102040816
734,6,0.234344404428438,0.2142857142857142
735,5,0.2214795918367346,0.2654081632653061
736,9,0.255510570070519,0.2746938775510204
737,0,0.2645541788143829,0.2962244897959183
738,6,0.2245360235003092,0.2283673469387755
739,4,0.2486842918985776,0.283469387755102
740,3,0.2595368407103101,0.2675510204081632
741,4,0.2464299076773566,0.2386734693877551
742,4,0.2354423932673127,0.2831632653061224
743,3,0.227468820861678,0.2548979591836735
744,4,0.243160548053808,0.2604081632653061
745,5,0.2370694593626924,0.225204081632653
746,6,0.234453514739229,0.2571428571428571
747,3,0.2529604205318491,0.2486734693877551
748,6,0.2267948582030214,0.2226530612244897
749,4,0.2453782670963122,0.231734693877551
750,5,0.2532168367346938,0.2378571428571428
751,3,0.2460116414198047,0.2438775510204081
752,7,0.2220926870748299,0.2545918367346939
753,4,0.2368887524934786,0.2606122448979592
754,6,0.2317049319727891,0.2541836734693877
755,3,0.2572098377812664,0.2938775510204081
756,8,0.220151117589893,0.2664285714285714
757,6,0.2215856818918043,0.2663265306122448
758,6,0.2221331389698736,0.2256122448979591
759,3,0.2421158892128279,0.2918367346938776
760,2,0.258276540919398,0.2637755102040816
761,6,0.2434797133138969,0.2781632653061224
762,4,0.238921768707483,0.2704081632653061
763,6,0.2295568513119533,0.2347959183673469
764,3,0.2646685495626822,0.2687755102040816
765,4,0.2291314382896015,0.2589795918367347
766,5,0.2365646258503401,0.2437755102040816
767,4,0.2486848072562358,0.2314285714285714
768,2,0.2648032069970845,0.2962244897959183
769,5,0.2187244897959183,0.2283673469387755
770,4,0.2364219973703767,0.2339795918367347
771,3,0.2334642038633635,0.2313265306122449
772,5,0.2411607142857142,0.2112244897959184
773,6,0.2195707482993197,0.2492857142857142
774,2,0.255265306122449,0.268469387755102
775,5,0.2271961451247165,0.2583673469387755
776,5,0.2312610395035206,0.2706122448979592
777,6,0.2406233057132627,0.3090816326530612
778,5,0.2369068176721238,0.2478571428571428
779,6,0.231839974084872,0.2745918367346939
780,2,0.2370901802279353,0.2595918367346939
781,3,0.2512347601378213,0.2605102040816326
782,5,0.2436081274615109,0.3003061224489796
783,6,0.2234948369299872,0.263469387755102
784,7,0.2263636278687299,0.2304081632653061
785,7,0.2252900874635568,0.2579591836734694
786,5,0.2352451409135082,0.235
787,5,0.2329761904761905,0.240204081632653
788,6,0.2266602504638218,0.2225510204081632
789,5,0.2279156969805466,0.253469387755102
790,5,0.2369032613045218,0.2131632653061224
791,5,0.2413074277329979,0.2338775510204082
792,3,0.2358390022675737,0.2293877551020408
793,5,0.246342322643343,0.2303061224489795
794,3,0.2632532467532468,0.2830612244897958
795,4,0.2429544740973312,0.2683673469387755
796,6,0.2245683106575964,0.2296938775510204
797,8,0.2224795918367346,0.2615306122448979
798,3,0.2508965014577259,0.2304081632653061
799,3,0.2621282798833819,0.3026530612244898
800,4,0.2498363916995369,0.2230612244897959
801,4,0.2460175736961451,0.2566326530612245
802,6,0.2295988895558223,0.2306122448979591
803,6,0.2345816326530612,0.2708163265306122
804,3,0.2600423502734427,0.266734693877551
805,4,0.2410600240096038,0.2690816326530612
806,3,0.2522345724003887,0.2745918367346939
807,3,0.2733398931000972,0.3127551020408163
808,4,0.2536009880142533,0.2168367346938775
809,1,0.261077380952381,0.2414285714285714
810,6,0.2471803126012309,0.2539795918367347
811,4,0.2395519922254616,0.2271428571428571
812,5,0.2286942419825073,0.2335714285714285
813,3,0.2550024075564291,0.2828571428571428
814,7,0.2195048019207683,0.2465306122448979
815,5,0.2426495319932484,0.2310204081632653
816,3,0.2428848396501458,0.2545918367346939
817,5,0.2400145772594752,0.2672448979591836
818,1,0.2437163436803293,0.243469387755102
819,3,0.2893928571428571,0.3031632653061225
820,3,0.2458387354941976,0.2318367346938775
821,3,0.2505575801749271,0.2456122448979591
822,5,0.2310349854227405,0.2453061224489796
823,5,0.2384189870280095,0.2226530612244898
824,3,0.271195423623995,0.2963265306122449
825,5,0.2326224489795918,0.2207142857142857
826,7,0.2340563654033041,0.2578571428571428
827,5,0.234022804576376,0.2325510204081632
828,5,0.2260861337016009,0.220204081632653
829,4,0.2422926789763524,0.2305102040816326
830,5,0.2301214771622935,0.2107142857142857
831,3,0.2467559523809523,0.296734693877551
832,5,0.2340129483611626,0.2726530612244898
833,7,0.2231311159509917,0.2391836734693877
834,9,0.2129568277527461,0.2112244897959184
835,4,0.2394099306389222,0.243673469387755
836,8,0.2234869584197315,0.2264285714285714
837,3,0.2729786914765906,0.2951020408163265
838,6,0.2330714285714285,0.2413265306122448
839,4,0.2294094931205564,0.2354081632653061
840,6,0.2178087118305969,0.1962244897959183
841,4,0.2397214385754301,0.2463265306122448
842,4,0.2464642857142857,0.2680612244897959
843,5,0.2261949516648764,0.2416326530612245
844,4,0.23624784144427,0.213469387755102
845,3,0.2419988471579107,0.2345918367346939
846,5,0.2344457824537682,0.2206122448979591
847,6,0.2209237123420797,0.2121428571428571
848,4,0.2367047056918005,0.2371428571428571
849,6,0.2421276405298961,0.2418367346938775
850,5,0.2271552197802198,0.1989795918367347
851,5,0.2275542875044754,0.2035714285714285
852,5,0.2422640306122448,0.2181632653061224
853,3,0.2514863945578231,0.2587755102040816
854,5,0.2286183451641526,0.2473469387755102
855,3,0.248338192419825,0.2571428571428571
856,4,0.2666135204081633,0.266938775510204
857,5,0.2415356857028525,0.2722448979591837
858,5,0.2568286575281741,0.3143877551020408
859,7,0.2279656624554583,0.2285714285714285
860,7,0.2203742969049091,0.2191836734693877
861,4,0.2228344671201814,0.2643877551020408
862,7,0.2192557094266277,0.2346938775510204
863,3,0.2551598639455782,0.2615306122448979
864,4,0.2370413619993451,0.2628571428571429
865,6,0.2401468565448157,0.291734693877551
866,4,0.2368809523809523,0.2456122448979592
867,7,0.219819382825594,0.2218367346938775
868,5,0.2570771490414347,0.3001020408163265
869,4,0.2685902668759811,0.2621428571428572
870,8,0.2285544990723562,0.2270408163265306
871,5,0.2527210884353741,0.2409183673469387
872,6,0.2221428571428571,0.2278571428571428
873,6,0.2313256731263934,0.2446938775510204
874,7,0.2322085873310363,0.2756122448979592
875,4,0.2394852405247813,0.2825510204081632
876,2,0.2597831632653061,0.2836734693877551
877,6,0.2207367994816974,0.2474489795918367
878,2,0.2410758303321328,0.2258163265306122
879,6,0.2374498847157911,0.2856122448979591
880,4,0.2485318270165208,0.2308163265306123
881,7,0.2449826607334663,0.2285714285714286
882,5,0.2578639455782313,0.2978571428571429
883,3,0.2586978687578928,0.3015306122448979
884,4,0.2333267735665694,0.2314285714285714
885,6,0.2366130871396177,0.1998979591836734
886,6,0.234235544217687,0.2880612244897959
887,4,0.2409196138082562,0.2407142857142857
888,7,0.2173135005882052,0.256530612244898
889,2,0.2571109693877551,0.2789795918367347
890,2,0.2580316724092233,0.2723469387755102
891,5,0.2495104259094942,0.2535714285714285
892,4,0.2511454081632653,0.2715306122448979
893,7,0.2320715500485908,0.2468367346938775
894,10,0.2146672771672771,0.2329591836734693
895,3,0.2485918367346938,0.2726530612244898
896,6,0.2476760204081632,0.2347959183673469
897,3,0.2511927437641723,0.2462244897959183
898,4,0.2254863850302025,0.2662244897959183
899,2,0.245892938127632,0.2591836734693877
900,6,0.2481615038872691,0.2601020408163265
901,2,0.2541672740524782,0.2408163265306122
902,3,0.2485918367346938,0.2726530612244898
903,3,0.2525178166504697,0.2672448979591836
904,6,0.2440839517625231,0.2565306122448979
905,4,0.2549596088435374,0.2441836734693877
906,6,0.2244998785228376,0.2356122448979592
907,5,0.2256486880466472,0.2530612244897959
908,9,0.2277506957328386,0.2507142857142857
909,1,0.2535931122448979,0.2733673469387755
910,6,0.2422668043407839,0.2291836734693877
911,6,0.2290287364945978,0.2985714285714285
912,3,0.2409970238095238,0.2624489795918368
913,5,0.2358027615808228,0.2326530612244897
914,4,0.225260900788887,0.211530612244898
915,7,0.2422192591322243,0.3123469387755102
916,5,0.2508584862516435,0.2870408163265306
917,6,0.2401974003887269,0.2554081632653061
918,6,0.232728498542274,0.2338775510204082
919,5,0.257817438513867,0.2289795918367347
920,4,0.2406046347110272,0.2472448979591836
921,5,0.2324643240754949,0.2290816326530612
922,5,0.2349481807874665,0.2290816326530612
923,4,0.2531559766763848,0.2733673469387755
924,3,0.2439841269841269,0.261938775510204
925,5,0.2280384615384615,0.2548979591836735
926,4,0.2469255952380952,0.2380612244897959
927,6,0.2443270378326769,0.2755102040816327
928,3,0.2531887755102041,0.2765306122448979
929,4,0.2439500323939099,0.2715306122448979
930,2,0.2479917701346272,0.2654081632653061
931,4,0.2653268950437317,0.2964285714285714
932,5,0.2348953676708778,0.2379591836734693
933,4,0.2397927412723331,0.2483673469387755
934,7,0.2425850340136054,0.255204081632653
935,4,0.2230875402792696,0.22
936,5,0.2274815610454708,0.271734693877551
937,7,0.2252881554535689,0.2247959183673469
938,3,0.2585437317784257,0.2625510204081632
939,3,0.2399990996398559,0.181734693877551
940,4,0.2412759151279559,0.2806122448979592
941,4,0.2446930365552814,0.2460204081632653
942,8,0.235,0.2430612244897959
943,5,0.2501556122448979,0.2941836734693878
944,4,0.2584431689342403,0.2694897959183673
945,1,0.2686270871985157,0.2944897959183674
946,2,0.2445942662779397,0.2515306122448979
947,6,0.2265176627793975,0.2909183673469387
948,5,0.2434460034013605,0.2327551020408163
949,7,0.2464322157434402,0.2643877551020408
950,6,0.2347724327826368,0.2422448979591837
951,5,0.2348944805194805,0.2557142857142857
952,5,0.2298701980792317,0.2163265306122449
953,5,0.2322173737916218,0.2179591836734694
954,5,0.2318554937126365,0.2222448979591836
955,4,0.223186456400742,0.2492857142857142
956,5,0.2568070942662779,0.2380612244897959
957,7,0.227739145253243,0.2438775510204081
958,5,0.2315228174603174,0.2328571428571428
959,4,0.239232628765792,0.2528571428571428
960,6,0.2452193408691797,0.2655102040816326
961,6,0.2133858114674441,0.2256122448979592
962,4,0.2395080814280599,0.2235714285714286
963,7,0.2283838457460906,0.2976530612244898
964,3,0.2650357142857142,0.2611224489795918
965,5,0.2380182599355531,0.235204081632653
966,4,0.2484421768707483,0.2616326530612245
967,9,0.2306031341107871,0.2480612244897959
968,4,0.234245869776482,0.2113265306122449
969,2,0.2506573129251701,0.2798979591836734
970,6,0.2403802235179786,0.2431632653061224
971,6,0.2441149316869604,0.2818367346938775
972,5,0.2397780207321024,0.2178571428571428
973,5,0.2268686895810956,0.2242857142857143
974,5,0.2415558463645198,0.2421428571428571
975,7,0.2216666666666666,0.2225510204081632
976,4,0.2429494047619047,0.2581632653061224
977,5,0.2256365403304178,0.2728571428571428
978,7,0.2413188214846378,0.2474489795918367
979,6,0.230735827664399,0.2321428571428571
980,3,0.2516706349206349,0.2692857142857143
981,5,0.2305710034013605,0.2508163265306122
982,8,0.2363913994169096,0.2101020408163265
983,9,0.2204270408163265,0.236734693877551
984,9,0.2236756876663709,0.2277551020408163
985,6,0.2305828474246841,0.2172448979591836
986,6,0.229007045675413,0.2611224489795918
987,4,0.2364980563654033,0.2364285714285714
988,6,0.2290793650793651,0.2210204081632653
989,7,0.240401117589893,0.2393877551020408
990,6,0.2285387576083064,0.2411224489795918
991,5,0.2269123682440009,0.2555102040816326
992,5,0.2370694593626924,0.225204081632653
993,4,0.2532437641723356,0.2315306122448979
994,3,0.2426768707482993,0.2587755102040816
995,5,0.2299335924846129,0.2082653061224489
996,3,0.2448427275672173,0.2922448979591836
997,3,0.2635714285714285,0.2841836734693877
998,6,0.2275736151603498,0.1975510204081632
999,5,0.2393503747652907,0.2618367346938776
